"COMMON.NAME" "SCIENTIFIC.NAME" "OBSERVATION.COUNT" "LATITUDE" "LONGITUDE" "DATE" "MONTH" "DAY" "MIGRANT"
"Great Gray Shrike" "Lanius excubitor" "3" 25.086263 55.163731 "1999-09-11" "09" 254 "no"
"Indian Roller" "Coracias benghalensis" "3" 25.086263 55.163731 "1998-10-11" "10" 284 "no"
"Gray Heron" "Ardea cinerea" "2" 25.185622 55.2467036 "1999-02-10" "02" 41 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.185622 55.2467036 "1991-01-04" "01" 4 "no"
"Common Myna" "Acridotheres tristis" "X" 25.185622 55.2467036 "1990-04-06" "04" 96 "no"
"Cattle Egret" "Bubulcus ibis" "3" 25.185622 55.2467036 "1991-04-19" "04" 109 "no"
"Gray Heron" "Ardea cinerea" "65" 25.1921346 55.3193807 "1999-01-15" "01" 15 "no"
"Gray Heron" "Ardea cinerea" "150" 25.1921346 55.3193807 "1984-12-23" "12" 358 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "4" 25.1921346 55.3193807 "1999-03-26" "03" 85 "yes"
"Bonelli's Eagle" "Aquila fasciata" "1" 24.804653 56.1241427 "1991-08-13" "08" 225 "yes"
"Indian Roller" "Coracias benghalensis" "X" 24.804653 56.1241427 "1994-02-18" "02" 49 "no"
"Gray Heron" "Ardea cinerea" "X" 25.2052 55.2965 "1990-09-20" "09" 263 "no"
"Purple Heron" "Ardea purpurea" "X" 25.2052 55.2965 "1990-09-27" "09" 270 "no"
"Little Egret" "Egretta garzetta" "10" 25.205159 55.29646 "1999-01-29" "01" 29 "no"
"Great Egret" "Ardea alba" "3" 25.205159 55.29646 "1990-04-05" "04" 95 "no"
"Little Bittern" "Ixobrychus minutus" "2" 25.185622 55.2467036 "1990-05-19" "05" 139 "no"
"White Stork" "Ciconia ciconia" "2" 25.169707 55.432797 "1999-07-05" "07" 186 "yes"
"Common Myna" "Acridotheres tristis" "X" 25.169707 55.432797 "1999-01-09" "01" 9 "no"
"Cattle Egret" "Bubulcus ibis" "1" 25.169707 55.432797 "1999-08-31" "08" 243 "no"
"Common Myna" "Acridotheres tristis" "X" 25.169707 55.432797 "1999-11-05" "11" 309 "no"
"Gray Heron" "Ardea cinerea" "3" 25.086263 55.163731 "1998-10-11" "10" 284 "no"
"Striated Heron" "Butorides striata" "1" 25.185622 55.2467036 "1998-12-03" "12" 337 "no"
"Little Egret" "Egretta garzetta" "1" 25.159611 55.41546 "1999-07-11" "07" 192 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "3" 25.205159 55.29646 "1999-01-29" "01" 29 "yes"
"Great Egret" "Ardea alba" "2" 25.205159 55.29646 "1995-02-01" "02" 32 "no"
"Gray Heron" "Ardea cinerea" "2" 25.086263 55.163731 "1999-05-23" "05" 143 "no"
"Great Gray Shrike" "Lanius excubitor" "2" 25.086263 55.163731 "1999-10-04" "10" 277 "no"
"Striated Heron" "Butorides striata" "1" 25.086263 55.163731 "1999-10-24" "10" 297 "no"
"Indian Roller" "Coracias benghalensis" "2" 25.086263 55.163731 "1998-10-12" "10" 285 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.185622 55.2467036 "1990-05-01" "05" 121 "no"
"Greater Spotted Eagle" "Clanga clanga" "2" 25.1921346 55.3193807 "1992-12-03" "12" 338 "yes"
"Western Reef-Heron" "Egretta gularis" "2" 25.1921346 55.3193807 "1998-10-18" "10" 291 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.1921346 55.3193807 "1999-03-04" "03" 63 "no"
"Little Egret" "Egretta garzetta" "1" 25.1921346 55.3193807 "1999-03-26" "03" 85 "no"
"Common Myna" "Acridotheres tristis" "X" 25.2052 55.2965 "1992-02-10" "02" 41 "no"
"Common Myna" "Acridotheres tristis" "12" 24.985556 55.024179 "1995-11-10" "11" 314 "no"
"Great Gray Shrike" "Lanius excubitor" "2" 25.218198 55.44909 "1998-10-08" "10" 281 "no"
"Little Egret" "Egretta garzetta" "16" 25.205159 55.29646 "1999-03-04" "03" 63 "no"
"Gray Heron" "Ardea cinerea" "21" 25.205159 55.29646 "1999-09-01" "09" 244 "no"
"Striated Heron" "Butorides striata" "1" 25.205159 55.29646 "1999-03-26" "03" 85 "no"
"Bank Myna" "Acridotheres ginginianus" "5" 25.205159 55.29646 "1999-03-26" "03" 85 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.086263 55.163731 "1999-09-09" "09" 252 "no"
"Indian Roller" "Coracias benghalensis" "2" 25.086263 55.163731 "1999-10-14" "10" 287 "no"
"European Roller" "Coracias garrulus" "1" 25.086263 55.163731 "1999-10-04" "10" 277 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.185622 55.2467036 "1990-05-04" "05" 124 "no"
"House Crow" "Corvus splendens" "3" 25.185622 55.2467036 "1990-05-04" "05" 124 "no"
"Indian Roller" "Coracias benghalensis" "X" 25.1921346 55.3193807 "1990-01-01" "01" 1 "no"
"Brown-necked Raven" "Corvus ruficollis" "3" 24.790492 55.182906 "1996-03-22" "03" 82 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "1" 25.2052 55.2965 "1990-10-24" "10" 297 "yes"
"Common Myna" "Acridotheres tristis" "X" 25.218198 55.44909 "1999-04-10" "04" 100 "no"
"Common Myna" "Acridotheres tristis" "X" 25.218198 55.44909 "1998-10-08" "10" 281 "no"
"Western Reef-Heron" "Egretta gularis" "1" 25.086263 55.163731 "1999-07-15" "07" 196 "no"
"Little Egret" "Egretta garzetta" "1" 25.086263 55.163731 "1999-01-16" "01" 16 "no"
"Indian Roller" "Coracias benghalensis" "5" 25.086263 55.163731 "1999-10-15" "10" 288 "no"
"Western Reef-Heron" "Egretta gularis" "6" 25.086263 55.163731 "1998-09-09" "09" 252 "no"
"Common Myna" "Acridotheres tristis" "X" 25.185622 55.2467036 "1991-03-15" "03" 74 "no"
"Imperial Eagle" "Aquila heliaca" "1" 25.1921346 55.3193807 "1995-12-08" "12" 342 "yes"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "3" 25.1921346 55.3193807 "1999-02-27" "02" 58 "yes"
"Gray Heron" "Ardea cinerea" "34" 25.1921346 55.3193807 "1991-08-15" "08" 227 "no"
"Purple Heron" "Ardea purpurea" "1" 25.205159 55.29646 "1999-10-02" "10" 275 "no"
"Booted Eagle" "Hieraaetus pennatus" "1" 25.205159 55.29646 "1999-11-15" "11" 319 "yes"
"Gray Heron" "Ardea cinerea" "2" 25.205159 55.29646 "1999-03-08" "03" 67 "no"
"Little Egret" "Egretta garzetta" "2" 25.205159 55.29646 "1999-03-26" "03" 85 "no"
"Western Reef-Heron" "Egretta gularis" "1" 25.205159 55.29646 "1999-02-10" "02" 41 "no"
"Western Reef-Heron" "Egretta gularis" "2" 25.158914 55.324651 "1995-02-23" "02" 54 "no"
"Montagu's Harrier" "Circus pygargus" "1" 25.169707 55.432797 "1999-10-22" "10" 295 "yes"
"Western Reef-Heron" "Egretta gularis" "6" 25.086263 55.163731 "1998-09-02" "09" 245 "no"
"Great Gray Shrike" "Lanius excubitor" "4" 25.086263 55.163731 "1999-05-31" "05" 151 "no"
"Great Gray Shrike" "Lanius excubitor" "2" 25.086263 55.163731 "1998-11-19" "11" 323 "no"
"Western Reef-Heron" "Egretta gularis" "1" 25.086263 55.163731 "1999-03-03" "03" 62 "no"
"Western Reef-Heron" "Egretta gularis" "2" 25.1921346 55.3193807 "1999-11-29" "11" 333 "no"
"Greater Spotted Eagle" "Clanga clanga" "2" 25.1921346 55.3193807 "1995-02-23" "02" 54 "yes"
"House Crow" "Corvus splendens" "X" 25.1921346 55.3193807 "1990-02-22" "02" 53 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 24.790492 55.182906 "1996-02-29" "02" 60 "no"
"Long-legged Buzzard" "Buteo rufinus" "X" 25.2052 55.2965 "1991-01-08" "01" 8 "yes"
"Brown-necked Raven" "Corvus ruficollis" "35" 24.855045 55.563441 "1987-11-27" "11" 331 "no"
"Eurasian Kestrel" "Falco tinnunculus" "1" 24.985556 55.024179 "1995-11-10" "11" 314 "yes"
"Indian Pond-Heron" "Ardeola grayii" "1" 25.205159 55.29646 "1999-04-05" "04" 95 "no"
"White-eyed Buzzard" "Butastur teesa" "1" 25.086263 55.163731 "1999-01-28" "01" 28 "no"
"Gray Heron" "Ardea cinerea" "5" 25.086263 55.163731 "1998-09-17" "09" 260 "no"
"Eurasian Hobby" "Falco subbuteo" "2" 25.086263 55.163731 "1999-11-02" "11" 306 "yes"
"Great Gray Shrike" "Lanius excubitor" "X" 25.086263 55.163731 "1993-12-18" "12" 352 "no"
"Purple Heron" "Ardea purpurea" "1" 25.185622 55.2467036 "1998-12-03" "12" 337 "no"
"Common Myna" "Acridotheres tristis" "20" 25.185622 55.2467036 "1999-02-10" "02" 41 "no"
"Gray Heron" "Ardea cinerea" "1" 25.185622 55.2467036 "1999-09-24" "09" 267 "no"
"European Roller" "Coracias garrulus" "1" 25.185622 55.2467036 "1990-03-23" "03" 82 "no"
"Great Egret" "Ardea alba" "30" 25.1921346 55.3193807 "1998-11-13" "11" 317 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "3" 25.1921346 55.3193807 "1998-10-18" "10" 291 "yes"
"Great Egret" "Ardea alba" "15" 25.1921346 55.3193807 "1995-02-23" "02" 54 "no"
"Gray Heron" "Ardea cinerea" "72" 25.1921346 55.3193807 "1988-08-31" "08" 244 "no"
"Peregrine Falcon" "Falco peregrinus" "1" 25.1921346 55.3193807 "1999-10-22" "10" 295 "yes"
"Brown-necked Raven" "Corvus ruficollis" "X" 25.218198 55.44909 "1995-01-24" "01" 24 "no"
"Greater Spotted Eagle" "Clanga clanga" "1" 25.205159 55.29646 "1995-12-26" "12" 360 "yes"
"Great Gray Shrike" "Lanius excubitor" "1" 25.23824 55.326775 "1977-05-03" "05" 123 "no"
"Indian Roller" "Coracias benghalensis" "3" 25.086263 55.163731 "1999-11-01" "11" 305 "no"
"Striated Heron" "Butorides striata" "1" 25.086263 55.163731 "1999-04-18" "04" 108 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.086263 55.163731 "1998-09-09" "09" 252 "no"
"Western Reef-Heron" "Egretta gularis" "42" 25.1921346 55.3193807 "1995-02-23" "02" 54 "no"
"Western Reef-Heron" "Egretta gularis" "30" 25.1921346 55.3193807 "1998-12-01" "12" 335 "no"
"Great Egret" "Ardea alba" "25" 25.1921346 55.3193807 "1998-12-01" "12" 335 "no"
"Western Reef-Heron" "Egretta gularis" "10" 25.1921346 55.3193807 "1999-09-08" "09" 251 "no"
"Eurasian Kestrel" "Falco tinnunculus" "1" 24.985556 55.024179 "1999-04-09" "04" 99 "yes"
"Gray Heron" "Ardea cinerea" "5" 25.205159 55.29646 "1998-09-10" "09" 253 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.169707 55.432797 "1999-08-31" "08" 243 "no"
"Common Myna" "Acridotheres tristis" "X" 25.086263 55.163731 "1999-11-15" "11" 319 "no"
"Gray Heron" "Ardea cinerea" "2" 25.086263 55.163731 "1998-12-06" "12" 340 "no"
"Indian Roller" "Coracias benghalensis" "2" 25.185622 55.2467036 "1998-12-03" "12" 337 "no"
"Indian Roller" "Coracias benghalensis" "3" 25.185622 55.2467036 "1990-10-12" "10" 285 "no"
"Long-legged Buzzard" "Buteo rufinus" "1" 25.205159 55.29646 "1989-10-15" "10" 288 "yes"
"Eurasian Sparrowhawk" "Accipiter nisus" "1" 25.205159 55.29646 "1989-12-06" "12" 340 "yes"
"Montagu's Harrier" "Circus pygargus" "1" 25.169707 55.432797 "1999-11-05" "11" 309 "yes"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "1" 25.169707 55.432797 "1999-04-10" "04" 100 "yes"
"Great Gray Shrike" "Lanius excubitor" "2" 25.086263 55.163731 "1999-03-26" "03" 85 "no"
"Gray Heron" "Ardea cinerea" "1" 25.086263 55.163731 "1990-10-09" "10" 282 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.086263 55.163731 "1995-12-08" "12" 342 "no"
"Gray Heron" "Ardea cinerea" "3" 25.086263 55.163731 "1999-01-16" "01" 16 "no"
"Gray Heron" "Ardea cinerea" "6" 25.086263 55.163731 "1998-09-11" "09" 254 "no"
"Gray Heron" "Ardea cinerea" "90" 25.1921346 55.3193807 "1995-02-23" "02" 54 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "2" 25.1921346 55.3193807 "1999-10-22" "10" 295 "yes"
"Cattle Egret" "Bubulcus ibis" "X" 25.1921346 55.3193807 "1990-01-01" "01" 1 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 24.985556 55.024179 "1998-09-02" "09" 245 "no"
"Gray Heron" "Ardea cinerea" "10" 25.205159 55.29646 "1999-10-14" "10" 287 "no"
"Great Gray Shrike" "Lanius excubitor" "2" 25.205159 55.29646 "1998-10-19" "10" 292 "no"
"Booted Eagle" "Hieraaetus pennatus" "1" 25.205159 55.29646 "1986-11-07" "11" 311 "yes"
"House Crow" "Corvus splendens" "2" 25.086263 55.163731 "1999-01-20" "01" 20 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.086263 55.163731 "1999-09-05" "09" 248 "no"
"Cattle Egret" "Bubulcus ibis" "1" 25.185622 55.2467036 "1990-04-03" "04" 93 "no"
"House Crow" "Corvus splendens" "8" 25.185622 55.2467036 "1990-03-17" "03" 76 "no"
"Great Egret" "Ardea alba" "16" 25.1921346 55.3193807 "1996-11-28" "11" 333 "no"
"Greater Spotted Eagle" "Clanga clanga" "1" 25.1921346 55.3193807 "1999-11-07" "11" 311 "yes"
"Brown-necked Raven" "Corvus ruficollis" "1" 24.790492 55.182906 "1996-03-29" "03" 89 "no"
"Western Reef-Heron" "Egretta gularis" "1" 25.205159 55.29646 "1998-03-19" "03" 78 "no"
"Greater Spotted Eagle" "Clanga clanga" "1" 25.205159 55.29646 "1993-03-13" "03" 72 "yes"
"House Crow" "Corvus splendens" "2" 25.205159 55.29646 "1993-04-02" "04" 92 "no"
"Montagu's Harrier" "Circus pygargus" "1" 25.169707 55.432797 "1999-04-10" "04" 100 "yes"
"Indian Roller" "Coracias benghalensis" "3" 25.086263 55.163731 "1999-12-09" "12" 343 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.185622 55.2467036 "1990-03-25" "03" 84 "no"
"Common Myna" "Acridotheres tristis" "X" 25.185622 55.2467036 "1990-03-07" "03" 66 "no"
"Great Egret" "Ardea alba" "10" 25.1921346 55.3193807 "1999-11-01" "11" 305 "no"
"Gray Heron" "Ardea cinerea" "2" 25.1921346 55.3193807 "1999-12-30" "12" 364 "no"
"Eurasian Kestrel" "Falco tinnunculus" "1" 25.159611 55.41546 "1999-04-02" "04" 92 "yes"
"Long-eared Owl" "Asio otus" "1" 24.985556 55.024179 "1996-11-22" "11" 327 "yes"
"Striated Heron" "Butorides striata" "2" 25.205159 55.29646 "1999-01-30" "01" 30 "no"
"Eurasian Hobby" "Falco subbuteo" "2" 25.086263 55.163731 "1999-10-28" "10" 301 "yes"
"Gray Heron" "Ardea cinerea" "7" 25.086263 55.163731 "1999-09-25" "09" 268 "no"
"Purple Heron" "Ardea purpurea" "1" 25.086263 55.163731 "1998-09-11" "09" 254 "no"
"Great Gray Shrike" "Lanius excubitor" "2" 25.086263 55.163731 "1999-01-23" "01" 23 "no"
"Gray Heron" "Ardea cinerea" "32" 25.1921346 55.3193807 "1996-11-28" "11" 333 "no"
"Indian Roller" "Coracias benghalensis" "X" 25.1921346 55.3193807 "1990-02-22" "02" 53 "no"
"Pallid Harrier" "Circus macrourus" "1" 25.06287 55.583679 "1999-04-02" "04" 92 "yes"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "1" 25.159611 55.41546 "1999-04-02" "04" 92 "yes"
"Common Myna" "Acridotheres tristis" "10" 24.985556 55.024179 "1998-09-02" "09" 245 "no"
"Western Reef-Heron" "Egretta gularis" "2" 25.205159 55.29646 "1995-02-01" "02" 32 "no"
"Eurasian Kestrel" "Falco tinnunculus" "2" 25.169707 55.432797 "1999-01-09" "01" 9 "yes"
"Western Reef-Heron" "Egretta gularis" "1" 25.086263 55.163731 "1999-07-03" "07" 184 "no"
"Bank Myna" "Acridotheres ginginianus" "1" 25.086263 55.163731 "1998-10-12" "10" 285 "no"
"Eurasian Kestrel" "Falco tinnunculus" "1" 25.086263 55.163731 "1995-12-25" "12" 359 "yes"
"House Crow" "Corvus splendens" "X" 25.185622 55.2467036 "1998-11-22" "11" 326 "no"
"Gray Heron" "Ardea cinerea" "X" 25.1921346 55.3193807 "1999-04-05" "04" 95 "no"
"Western Reef-Heron" "Egretta gularis" "100" 25.1921346 55.3193807 "1994-12-31" "12" 365 "no"
"Lesser Spotted Eagle" "Clanga pomarina" "1" 25.1921346 55.3193807 "1999-02-16" "02" 47 "yes"
"Western Reef-Heron" "Egretta gularis" "X" 25.1921346 55.3193807 "1990-10-12" "10" 285 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "1" 25.205159 55.29646 "1999-11-15" "11" 319 "yes"
"Little Egret" "Egretta garzetta" "2" 25.205159 55.29646 "1999-09-08" "09" 251 "no"
"Purple Heron" "Ardea purpurea" "1" 25.205159 55.29646 "1993-04-02" "04" 92 "no"
"Little Egret" "Egretta garzetta" "1" 25.086263 55.163731 "1998-10-06" "10" 279 "no"
"Eurasian Hobby" "Falco subbuteo" "1" 25.086263 55.163731 "1999-10-30" "10" 303 "yes"
"Common Myna" "Acridotheres tristis" "20" 25.086263 55.163731 "1993-12-03" "12" 337 "no"
"Purple Heron" "Ardea purpurea" "1" 25.086263 55.163731 "1999-09-06" "09" 249 "no"
"Little Egret" "Egretta garzetta" "1" 25.086263 55.163731 "1999-01-23" "01" 23 "no"
"Indian Roller" "Coracias benghalensis" "4" 25.185622 55.2467036 "1999-02-10" "02" 41 "no"
"Western Reef-Heron" "Egretta gularis" "10" 25.1921346 55.3193807 "1998-10-19" "10" 292 "no"
"Long-eared Owl" "Asio otus" "1" 25.258433 55.257429 "1979-10-19" "10" 292 "yes"
"Great Gray Shrike" "Lanius excubitor" "3" 25.06287 55.583679 "1999-11-13" "11" 317 "no"
"Great Egret" "Ardea alba" "3" 25.2052 55.2965 "1990-04-05" "04" 95 "no"
"Great Egret" "Ardea alba" "4" 25.2052 55.2965 "1990-07-12" "07" 193 "no"
"Gray Heron" "Ardea cinerea" "7" 25.205159 55.29646 "1999-06-16" "06" 167 "no"
"Greater Spotted Eagle" "Clanga clanga" "1" 25.205159 55.29646 "1990-03-02" "03" 61 "yes"
"Gray Heron" "Ardea cinerea" "3" 25.205159 55.29646 "1998-10-08" "10" 281 "no"
"Indian Roller" "Coracias benghalensis" "8" 25.086263 55.163731 "1998-10-06" "10" 279 "no"
"Gray Heron" "Ardea cinerea" "2" 25.086263 55.163731 "1993-12-18" "12" 352 "no"
"House Crow" "Corvus splendens" "35" 25.086263 55.163731 "1998-01-29" "01" 29 "no"
"Gray Heron" "Ardea cinerea" "2" 25.086263 55.163731 "1999-06-29" "06" 180 "no"
"Gray Heron" "Ardea cinerea" "1" 25.086263 55.163731 "1998-10-29" "10" 302 "no"
"Indian Roller" "Coracias benghalensis" "1" 24.985556 55.024179 "1996-03-07" "03" 67 "no"
"Striated Heron" "Butorides striata" "2" 25.205159 55.29646 "1991-08-21" "08" 233 "no"
"Cattle Egret" "Bubulcus ibis" "1" 25.205159 55.29646 "1990-04-05" "04" 95 "no"
"Gray Heron" "Ardea cinerea" "2" 25.169707 55.432797 "1999-10-11" "10" 284 "no"
"Cattle Egret" "Bubulcus ibis" "3" 25.169707 55.432797 "1999-04-10" "04" 100 "no"
"Gray Heron" "Ardea cinerea" "3" 25.086263 55.163731 "1999-04-05" "04" 95 "no"
"Little Egret" "Egretta garzetta" "2" 25.086263 55.163731 "1999-03-12" "03" 71 "no"
"Little Egret" "Egretta garzetta" "2" 25.086263 55.163731 "1998-09-09" "09" 252 "no"
"Cattle Egret" "Bubulcus ibis" "1" 25.185622 55.2467036 "1995-12-30" "12" 364 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.185622 55.2467036 "1990-03-22" "03" 81 "no"
"Gray Heron" "Ardea cinerea" "45" 25.1921346 55.3193807 "1991-09-05" "09" 248 "no"
"Booted Eagle" "Hieraaetus pennatus" "1" 25.205159 55.29646 "1994-01-23" "01" 23 "yes"
"Little Egret" "Egretta garzetta" "1" 25.205159 55.29646 "1999-10-14" "10" 287 "no"
"Gray Heron" "Ardea cinerea" "6" 25.205159 55.29646 "1999-10-27" "10" 300 "no"
"Eurasian Kestrel" "Falco tinnunculus" "1" 25.205159 55.29646 "1999-02-10" "02" 41 "yes"
"Cattle Egret" "Bubulcus ibis" "8" 25.169707 55.432797 "1999-10-26" "10" 299 "no"
"Gray Heron" "Ardea cinerea" "1" 25.086263 55.163731 "1999-06-05" "06" 156 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.086263 55.163731 "1999-05-17" "05" 137 "no"
"Western Reef-Heron" "Egretta gularis" "1" 25.086263 55.163731 "1998-10-29" "10" 302 "no"
"Little Egret" "Egretta garzetta" "1" 25.086263 55.163731 "1994-10-13" "10" 286 "no"
"Common Myna" "Acridotheres tristis" "10" 25.185622 55.2467036 "1991-03-15" "03" 74 "no"
"European Roller" "Coracias garrulus" "4" 25.185622 55.2467036 "1990-03-30" "03" 89 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.185622 55.2467036 "1990-03-15" "03" 74 "no"
"House Crow" "Corvus splendens" "3" 25.185622 55.2467036 "1990-04-06" "04" 96 "no"
"Bonelli's Eagle" "Aquila fasciata" "2" 25.2183754 55.2505875 "1989-11-13" "11" 317 "yes"
"Short-toed Snake-Eagle" "Circaetus gallicus" "1" 25.1921346 55.3193807 "1995-11-10" "11" 314 "yes"
"Western Reef-Heron" "Egretta gularis" "X" 25.1921346 55.3193807 "1996-01-04" "01" 4 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "2" 25.159611 55.41546 "1999-12-24" "12" 358 "yes"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "1" 25.205159 55.29646 "1998-11-07" "11" 311 "yes"
"Great Egret" "Ardea alba" "42" 25.205159 55.29646 "1993-01-21" "01" 21 "no"
"Great Gray Shrike" "Lanius excubitor" "2" 25.086263 55.163731 "1998-10-06" "10" 279 "no"
"Gray Heron" "Ardea cinerea" "1" 25.086263 55.163731 "1999-04-21" "04" 111 "no"
"Western Reef-Heron" "Egretta gularis" "1" 25.185622 55.2467036 "1991-03-15" "03" 74 "no"
"Indian Roller" "Coracias benghalensis" "2" 24.813432 56.142749 "1998-11-09" "11" 313 "no"
"Eurasian Kestrel" "Falco tinnunculus" "1" 25.218198 55.44909 "1998-10-08" "10" 281 "yes"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "4" 25.205159 55.29646 "1999-01-30" "01" 30 "yes"
"Bonelli's Eagle" "Aquila fasciata" "3" 25.205159 55.29646 "1993-12-13" "12" 347 "yes"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "1" 25.205159 55.29646 "1998-03-19" "03" 78 "yes"
"Little Egret" "Egretta garzetta" "12" 25.205159 55.29646 "1999-03-08" "03" 67 "no"
"Gray Heron" "Ardea cinerea" "3" 25.086263 55.163731 "1999-11-28" "11" 332 "no"
"Indian Roller" "Coracias benghalensis" "4" 25.086263 55.163731 "1999-08-31" "08" 243 "no"
"Indian Roller" "Coracias benghalensis" "4" 25.086263 55.163731 "1998-09-01" "09" 244 "no"
"Gray Heron" "Ardea cinerea" "2" 25.086263 55.163731 "1999-05-25" "05" 145 "no"
"Great Gray Shrike" "Lanius excubitor" "8" 25.086263 55.163731 "1999-04-21" "04" 111 "no"
"Common Myna" "Acridotheres tristis" "1" 25.185622 55.2467036 "1990-02-28" "02" 59 "no"
"Gray Heron" "Ardea cinerea" "8" 25.1921346 55.3193807 "1999-01-30" "01" 30 "no"
"Gray Heron" "Ardea cinerea" "200" 25.1921346 55.3193807 "1985-02-14" "02" 45 "no"
"Greater Spotted Eagle" "Clanga clanga" "1" 25.2052 55.2965 "1990-12-06" "12" 340 "yes"
"Little Egret" "Egretta garzetta" "1" 25.2052 55.2965 "1990-08-09" "08" 221 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.218198 55.44909 "1992-02-22" "02" 53 "no"
"Shikra" "Accipiter badius" "1" 25.205159 55.29646 "1998-06-20" "06" 171 "yes"
"Great Gray Shrike" "Lanius excubitor" "2" 25.205159 55.29646 "1994-01-23" "01" 23 "no"
"Great Egret" "Ardea alba" "1" 25.205159 55.29646 "1993-04-02" "04" 92 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "1" 25.169707 55.432797 "1999-12-12" "12" 346 "yes"
"Great Gray Shrike" "Lanius excubitor" "4" 25.086263 55.163731 "1999-05-21" "05" 141 "no"
"Gray Heron" "Ardea cinerea" "1" 25.086263 55.163731 "1999-02-22" "02" 53 "no"
"Indian Roller" "Coracias benghalensis" "X" 25.185622 55.2467036 "1991-01-04" "01" 4 "no"
"Gray Heron" "Ardea cinerea" "1" 25.185622 55.2467036 "1990-09-13" "09" 256 "no"
"Great Egret" "Ardea alba" "28" 25.1921346 55.3193807 "1999-01-28" "01" 28 "no"
"Greater Spotted Eagle" "Clanga clanga" "2" 25.1921346 55.3193807 "1999-12-03" "12" 337 "yes"
"Gray Heron" "Ardea cinerea" "4" 24.813432 56.142749 "1999-02-26" "02" 57 "no"
"Striated Heron" "Butorides striata" "1" 25.2052 55.2965 "1990-03-29" "03" 88 "no"
"Common Myna" "Acridotheres tristis" "X" 24.985556 55.024179 "1999-04-09" "04" 99 "no"
"Little Egret" "Egretta garzetta" "1" 25.205159 55.29646 "1993-04-02" "04" 92 "no"
"Steppe Eagle" "Aquila nipalensis" "1" 25.101987 55.175794 "1999-11-06" "11" 310 "yes"
"Eurasian Kestrel" "Falco tinnunculus" "4" 25.169707 55.432797 "1999-11-05" "11" 309 "yes"
"Indian Roller" "Coracias benghalensis" "3" 25.086263 55.163731 "1999-10-28" "10" 301 "no"
"Gray Heron" "Ardea cinerea" "3" 25.086263 55.163731 "1998-10-17" "10" 290 "no"
"Common Myna" "Acridotheres tristis" "5" 25.185622 55.2467036 "1990-09-13" "09" 256 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.185622 55.2467036 "1990-03-23" "03" 82 "no"
"Cattle Egret" "Bubulcus ibis" "1" 25.185622 55.2467036 "1990-03-23" "03" 82 "no"
"Common Myna" "Acridotheres tristis" "X" 25.185622 55.2467036 "1990-03-15" "03" 74 "no"
"Western Reef-Heron" "Egretta gularis" "30" 25.1921346 55.3193807 "1999-02-10" "02" 41 "no"
"Great Egret" "Ardea alba" "1" 25.1921346 55.3193807 "1998-10-19" "10" 292 "no"
"Greater Spotted Eagle" "Clanga clanga" "1" 25.1921346 55.3193807 "1990-03-10" "03" 69 "yes"
"Steppe Eagle" "Aquila nipalensis" "1" 25.205159 55.29646 "1989-12-16" "12" 350 "yes"
"Eurasian Kestrel" "Falco tinnunculus" "1" 25.169707 55.432797 "1999-03-01" "03" 60 "yes"
"Little Egret" "Egretta garzetta" "2" 25.086263 55.163731 "1998-09-05" "09" 248 "no"
"Indian Pond-Heron" "Ardeola grayii" "1" 25.185622 55.2467036 "1998-12-03" "12" 337 "no"
"Great Egret" "Ardea alba" "10" 25.1921346 55.3193807 "1991-11-26" "11" 330 "no"
"Eurasian Kestrel" "Falco tinnunculus" "X" 25.2052 55.2965 "1991-01-08" "01" 8 "yes"
"Great Gray Shrike" "Lanius excubitor" "2" 25.036842 55.592214 "1998-10-24" "10" 297 "no"
