"COMMON.NAME" "SCIENTIFIC.NAME" "OBSERVATION.COUNT" "LATITUDE" "LONGITUDE" "DATE" "MONTH" "DAY" "MIGRANT"
"Great Gray Shrike" "Lanius excubitor" "2" 25.06287 55.583679 "1999-04-09" "04" 99 "no"
"Western Reef-Heron" "Egretta gularis" "1" 24.985556 55.024179 "1996-01-24" "01" 24 "no"
"Eurasian Kestrel" "Falco tinnunculus" "6" 25.169707 55.432797 "1999-10-26" "10" 299 "yes"
"Striated Heron" "Butorides striata" "1" 25.086263 55.163731 "1999-10-28" "10" 301 "no"
"Common Myna" "Acridotheres tristis" "20" 25.086263 55.163731 "1999-12-06" "12" 340 "no"
"Striated Heron" "Butorides striata" "1" 25.086263 55.163731 "1999-08-29" "08" 241 "no"
"House Crow" "Corvus splendens" "5" 25.086263 55.163731 "1999-04-03" "04" 93 "no"
"Indian Roller" "Coracias benghalensis" "3" 25.086263 55.163731 "1999-10-26" "10" 299 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.185622 55.2467036 "1998-11-22" "11" 326 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.185622 55.2467036 "1990-03-30" "03" 89 "no"
"Common Myna" "Acridotheres tristis" "X" 25.185622 55.2467036 "1990-05-08" "05" 128 "no"
"Western Reef-Heron" "Egretta gularis" "43" 25.1921346 55.3193807 "1999-01-15" "01" 15 "no"
"Lesser Kestrel" "Falco naumanni" "3" 25.06287 55.583679 "1999-03-20" "03" 79 "yes"
"Little Egret" "Egretta garzetta" "X" 25.2052 55.2965 "1990-03-02" "03" 61 "no"
"Great Egret" "Ardea alba" "X" 25.2052 55.2965 "1990-09-27" "09" 270 "no"
"Common Myna" "Acridotheres tristis" "X" 24.985556 55.024179 "1996-01-24" "01" 24 "no"
"Striated Heron" "Butorides striata" "1" 25.205159 55.29646 "1999-04-04" "04" 94 "no"
"Indian Roller" "Coracias benghalensis" "3" 25.169707 55.432797 "1999-09-24" "09" 267 "no"
"Pallid Harrier" "Circus macrourus" "1" 25.169707 55.432797 "1999-04-10" "04" 100 "yes"
"Gray Heron" "Ardea cinerea" "1" 25.086263 55.163731 "1996-11-28" "11" 333 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.086263 55.163731 "1999-04-05" "04" 95 "no"
"House Crow" "Corvus splendens" "2" 25.086263 55.163731 "1999-03-08" "03" 67 "no"
"Purple Heron" "Ardea purpurea" "1" 25.086263 55.163731 "1999-09-12" "09" 255 "no"
"Western Reef-Heron" "Egretta gularis" "5" 25.086263 55.163731 "1998-09-05" "09" 248 "no"
"Short-eared Owl" "Asio flammeus" "1" 25.1921346 55.3193807 "1990-02-22" "02" 53 "yes"
"Western Reef-Heron" "Egretta gularis" "X" 24.804653 56.1241427 "1991-01-01" "01" 1 "no"
"Gray Heron" "Ardea cinerea" "7" 25.205159 55.29646 "1994-01-23" "01" 23 "no"
"Imperial Eagle" "Aquila heliaca" "2" 25.205159 55.29646 "1989-08-25" "08" 237 "yes"
"Bank Myna" "Acridotheres ginginianus" "2" 25.205159 55.29646 "1999-02-20" "02" 51 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.23824 55.326775 "1999-12-25" "12" 359 "no"
"Gray Heron" "Ardea cinerea" "2" 25.086263 55.163731 "1999-02-27" "02" 58 "no"
"Eurasian Kestrel" "Falco tinnunculus" "1" 25.185622 55.2467036 "1997-02-14" "02" 45 "yes"
"Gray Heron" "Ardea cinerea" "2" 25.185622 55.2467036 "1999-11-10" "11" 314 "no"
"House Crow" "Corvus splendens" "2" 25.185622 55.2467036 "1990-03-18" "03" 77 "no"
"Bonelli's Eagle" "Aquila fasciata" "1" 25.1921346 55.3193807 "1992-11-14" "11" 319 "yes"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "3" 25.1921346 55.3193807 "1999-10-26" "10" 299 "yes"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "7" 25.1921346 55.3193807 "1998-12-06" "12" 340 "yes"
"Gray Heron" "Ardea cinerea" "X" 25.1921346 55.3193807 "1998-12-01" "12" 335 "no"
"Greater Spotted Eagle" "Clanga clanga" "1" 25.1921346 55.3193807 "1999-03-08" "03" 67 "yes"
"Gray Heron" "Ardea cinerea" "10" 25.1921346 55.3193807 "1990-07-27" "07" 208 "no"
"Greater Spotted Eagle" "Clanga clanga" "1" 25.18465 55.24805 "1993-01-07" "01" 7 "yes"
"Common Myna" "Acridotheres tristis" "2" 25.06287 55.583679 "1999-03-20" "03" 79 "no"
"Purple Heron" "Ardea purpurea" "1" 25.205159 55.29646 "1998-06-20" "06" 171 "no"
"Steppe Eagle" "Aquila nipalensis" "1" 25.205159 55.29646 "1988-11-02" "11" 307 "yes"
"Gray Heron" "Ardea cinerea" "16" 25.205159 55.29646 "1993-04-02" "04" 92 "no"
"Little Egret" "Egretta garzetta" "13" 25.205159 55.29646 "1999-02-10" "02" 41 "no"
"Little Egret" "Egretta garzetta" "1" 25.23824 55.326775 "1977-05-03" "05" 123 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.169707 55.432797 "1999-10-11" "10" 284 "no"
"Western Reef-Heron" "Egretta gularis" "2" 25.086263 55.163731 "1999-03-08" "03" 67 "no"
"European Roller" "Coracias garrulus" "1" 25.086263 55.163731 "1999-08-29" "08" 241 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.086263 55.163731 "1999-06-13" "06" 164 "no"
"White-eyed Buzzard" "Butastur teesa" "1" 25.086263 55.163731 "1999-04-11" "04" 101 "no"
"Indian Roller" "Coracias benghalensis" "3" 25.086263 55.163731 "1998-09-11" "09" 254 "no"
"Little Egret" "Egretta garzetta" "1" 25.086263 55.163731 "1999-02-22" "02" 53 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "4" 25.1921346 55.3193807 "1999-02-20" "02" 51 "yes"
"Short-eared Owl" "Asio flammeus" "1" 25.1921346 55.3193807 "1999-01-07" "01" 7 "yes"
"Indian Pond-Heron" "Ardeola grayii" "1" 25.2087535 55.3001546 "1999-01-17" "01" 17 "no"
"Steppe Eagle" "Aquila nipalensis" "1" 25.205159 55.29646 "1989-03-30" "03" 89 "yes"
"Bank Myna" "Acridotheres ginginianus" "20" 25.205159 55.29646 "1998-09-10" "09" 253 "no"
"Little Egret" "Egretta garzetta" "1" 25.205159 55.29646 "1999-03-03" "03" 62 "no"
"Little Egret" "Egretta garzetta" "1" 25.205159 55.29646 "1998-10-08" "10" 281 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.169707 55.432797 "1999-11-13" "11" 317 "no"
"Gray Heron" "Ardea cinerea" "2" 25.086263 55.163731 "1999-11-15" "11" 319 "no"
"House Crow" "Corvus splendens" "X" 25.086263 55.163731 "1995-12-25" "12" 359 "no"
"Cattle Egret" "Bubulcus ibis" "X" 25.185622 55.2467036 "1991-01-04" "01" 4 "no"
"Gray Heron" "Ardea cinerea" "48" 25.1921346 55.3193807 "1995-12-08" "12" 342 "no"
"Little Egret" "Egretta garzetta" "2" 25.1921346 55.3193807 "1999-11-01" "11" 305 "no"
"Short-toed Snake-Eagle" "Circaetus gallicus" "1" 25.159611 55.41546 "1999-03-27" "03" 86 "yes"
"Indian Roller" "Coracias benghalensis" "2" 25.218198 55.44909 "1998-10-08" "10" 281 "no"
"Gray Heron" "Ardea cinerea" "1" 25.205159 55.29646 "1996-01-05" "01" 5 "no"
"Gray Heron" "Ardea cinerea" "1" 25.185622 55.2467036 "1991-01-04" "01" 4 "no"
"European Roller" "Coracias garrulus" "4" 25.185622 55.2467036 "1990-03-22" "03" 81 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.185622 55.2467036 "1991-04-19" "04" 109 "no"
"Striated Heron" "Butorides striata" "X" 25.1921346 55.3193807 "1990-01-01" "01" 1 "no"
"Greater Spotted Eagle" "Clanga clanga" "1" 25.1921346 55.3193807 "1999-02-27" "02" 58 "yes"
"Great Gray Shrike" "Lanius excubitor" "2" 25.06287 55.583679 "1999-03-20" "03" 79 "no"
"Western Reef-Heron" "Egretta gularis" "1" 25.2052 55.2965 "1990-08-09" "08" 221 "no"
"Greater Spotted Eagle" "Clanga clanga" "1" 25.205159 55.29646 "1999-11-25" "11" 329 "yes"
"Indian Roller" "Coracias benghalensis" "1" 25.086263 55.163731 "1999-11-28" "11" 332 "no"
"Indian Roller" "Coracias benghalensis" "3" 25.086263 55.163731 "1999-07-15" "07" 196 "no"
"Common Myna" "Acridotheres tristis" "100" 25.086263 55.163731 "1999-08-30" "08" 242 "no"
"Great Gray Shrike" "Lanius excubitor" "2" 25.086263 55.163731 "1999-08-30" "08" 242 "no"
"Gray Heron" "Ardea cinerea" "1" 25.086263 55.163731 "1999-06-26" "06" 177 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.185622 55.2467036 "1990-03-22" "03" 81 "no"
"Cattle Egret" "Bubulcus ibis" "1" 25.185622 55.2467036 "1990-12-14" "12" 348 "no"
"Gray Heron" "Ardea cinerea" "X" 25.1921346 55.3193807 "1990-10-12" "10" 285 "no"
"Gray Heron" "Ardea cinerea" "2" 25.1234978 55.4510653 "1999-10-15" "10" 288 "no"
"Common Myna" "Acridotheres tristis" "20" 24.985556 55.024179 "1995-01-20" "01" 20 "no"
"Little Egret" "Egretta garzetta" "4" 25.205159 55.29646 "1999-09-01" "09" 244 "no"
"Imperial Eagle" "Aquila heliaca" "2" 25.205159 55.29646 "1989-09-22" "09" 265 "yes"
"Great Egret" "Ardea alba" "6" 25.205159 55.29646 "1999-02-10" "02" 41 "no"
"Great Egret" "Ardea alba" "1" 25.086263 55.163731 "1998-10-19" "10" 292 "no"
"Western Reef-Heron" "Egretta gularis" "1" 25.086263 55.163731 "1999-03-21" "03" 80 "no"
"Gray Heron" "Ardea cinerea" "1" 25.086263 55.163731 "1999-11-02" "11" 306 "no"
"Little Egret" "Egretta garzetta" "1" 25.086263 55.163731 "1999-02-27" "02" 58 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.185622 55.2467036 "1990-03-20" "03" 79 "no"
"Indian Roller" "Coracias benghalensis" "12" 25.185622 55.2467036 "1997-02-14" "02" 45 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.185622 55.2467036 "1990-03-20" "03" 79 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "6" 25.1921346 55.3193807 "1999-01-20" "01" 20 "yes"
"Short-toed Snake-Eagle" "Circaetus gallicus" "X" 25.2052 55.2965 "1991-01-08" "01" 8 "yes"
"Common Myna" "Acridotheres tristis" "2" 25.250831 55.371639 "1998-01-16" "01" 16 "no"
"Montagu's Harrier" "Circus pygargus" "3" 25.036842 55.592214 "1991-07-15" "07" 196 "yes"
"Shikra" "Accipiter badius" "1" 25.185622 55.2467036 "2000-10-05" "10" 279 "yes"
"Great Gray Shrike" "Lanius excubitor" "2" 25.086263 55.163731 "2000-09-08" "09" 252 "no"
"Little Egret" "Egretta garzetta" "2" 25.086263 55.163731 "2000-10-30" "10" 304 "no"
"House Crow" "Corvus splendens" "2" 25.185622 55.2467036 "2000-09-29" "09" 273 "no"
"Indian Roller" "Coracias benghalensis" "2" 25.086263 55.163731 "2000-04-25" "04" 116 "no"
"Eurasian Kestrel" "Falco tinnunculus" "1" 25.185622 55.2467036 "2000-03-24" "03" 84 "yes"
"Indian Roller" "Coracias benghalensis" "3" 25.086263 55.163731 "2000-04-01" "04" 92 "no"
"Purple Heron" "Ardea purpurea" "1" 25.185622 55.2467036 "2000-10-30" "10" 304 "no"
"Eurasian Kestrel" "Falco tinnunculus" "1" 25.185622 55.2467036 "2000-03-04" "03" 64 "yes"
"Hen Harrier" "Circus cyaneus" "1" 25.169707 55.432797 "2000-12-30" "12" 365 "yes"
"House Crow" "Corvus splendens" "3" 25.185622 55.2467036 "2000-04-28" "04" 119 "no"
"Great Gray Shrike" "Lanius excubitor" "2" 25.086263 55.163731 "2000-02-15" "02" 46 "no"
"Indian Roller" "Coracias benghalensis" "2" 25.320294 55.348965 "2000-11-07" "11" 312 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.06287 55.583679 "2000-11-30" "11" 335 "no"
"Great Gray Shrike" "Lanius excubitor" "2" 25.06287 55.583679 "2000-11-02" "11" 307 "no"
"Eurasian Kestrel" "Falco tinnunculus" "X" 25.06287 55.583679 "2000-11-13" "11" 318 "yes"
"Indian Roller" "Coracias benghalensis" "3" 25.218198 55.44909 "2000-03-25" "03" 85 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.159611 55.41546 "2000-11-09" "11" 314 "no"
"Little Egret" "Egretta garzetta" "2" 25.159611 55.41546 "2000-11-24" "11" 329 "no"
"Little Egret" "Egretta garzetta" "1" 25.159611 55.41546 "2000-10-06" "10" 280 "no"
"Little Egret" "Egretta garzetta" "X" 25.159611 55.41546 "2000-12-05" "12" 340 "no"
"Great Gray Shrike" "Lanius excubitor" "X" 25.169707 55.432797 "2000-11-27" "11" 332 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "2" 25.185622 55.2467036 "2000-10-02" "10" 276 "yes"
"European Roller" "Coracias garrulus" "1" 25.086263 55.163731 "2000-09-15" "09" 259 "no"
"Western Reef-Heron" "Egretta gularis" "1" 25.086263 55.163731 "2000-03-29" "03" 89 "no"
"Long-legged Buzzard" "Buteo rufinus" "1" 25.169707 55.432797 "2000-11-30" "11" 335 "yes"
"House Crow" "Corvus splendens" "X" 25.086263 55.163731 "2000-10-02" "10" 276 "no"
"Western Reef-Heron" "Egretta gularis" "1" 25.169707 55.432797 "2000-12-25" "12" 360 "no"
"Eurasian Kestrel" "Falco tinnunculus" "2" 25.185622 55.2467036 "2000-11-16" "11" 321 "yes"
"Striated Heron" "Butorides striata" "1" 25.185622 55.2467036 "2000-01-05" "01" 5 "no"
"Indian Roller" "Coracias benghalensis" "4" 25.086263 55.163731 "2000-09-15" "09" 259 "no"
"Great Egret" "Ardea alba" "4" 25.1921346 55.3193807 "2000-01-20" "01" 20 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "3" 25.1921346 55.3193807 "2000-02-19" "02" 50 "yes"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "1" 25.1921346 55.3193807 "2000-02-16" "02" 47 "yes"
"Striated Heron" "Butorides striata" "X" 25.1921346 55.3193807 "2000-09-07" "09" 251 "no"
"Montagu's Harrier" "Circus pygargus" "1" 25.06287 55.583679 "2000-11-28" "11" 333 "yes"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "1" 25.218198 55.44909 "2000-02-16" "02" 47 "yes"
"Bank Myna" "Acridotheres ginginianus" "150" 25.205159 55.29646 "2000-01-23" "01" 23 "no"
"Little Egret" "Egretta garzetta" "1" 25.159611 55.41546 "2000-12-11" "12" 346 "no"
"Little Egret" "Egretta garzetta" "2" 25.159611 55.41546 "2000-09-22" "09" 266 "no"
"Little Egret" "Egretta garzetta" "1" 25.159611 55.41546 "2000-12-23" "12" 358 "no"
"Little Egret" "Egretta garzetta" "2" 25.159611 55.41546 "2000-11-17" "11" 322 "no"
"Striated Heron" "Butorides striata" "1" 25.086263 55.163731 "2000-01-03" "01" 3 "no"
"Hen Harrier" "Circus cyaneus" "1" 25.169707 55.432797 "2000-12-29" "12" 364 "yes"
"Great Gray Shrike" "Lanius excubitor" "2" 25.086263 55.163731 "2000-04-01" "04" 92 "no"
"Little Egret" "Egretta garzetta" "1" 25.086263 55.163731 "2000-03-29" "03" 89 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "1" 25.169707 55.432797 "2000-10-12" "10" 286 "yes"
"Indian Roller" "Coracias benghalensis" "X" 25.086263 55.163731 "2000-09-26" "09" 270 "no"
"House Crow" "Corvus splendens" "X" 25.086263 55.163731 "2000-01-15" "01" 15 "no"
"Striated Heron" "Butorides striata" "1" 25.185622 55.2467036 "2000-10-02" "10" 276 "no"
"Eurasian Kestrel" "Falco tinnunculus" "X" 25.169707 55.432797 "2000-11-09" "11" 314 "yes"
"Greater Spotted Eagle" "Clanga clanga" "2" 25.1921346 55.3193807 "2000-01-06" "01" 6 "yes"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "3" 25.1921346 55.3193807 "2000-10-05" "10" 279 "yes"
"Great Egret" "Ardea alba" "1" 25.1861 55.329 "2000-02-18" "02" 49 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "1" 25.205159 55.29646 "2000-02-01" "02" 32 "yes"
"Gray Heron" "Ardea cinerea" "1" 25.159611 55.41546 "2000-11-17" "11" 322 "no"
"Indian Roller" "Coracias benghalensis" "X" 25.159611 55.41546 "2000-11-12" "11" 317 "no"
"Gray Heron" "Ardea cinerea" "1" 25.159611 55.41546 "2000-10-09" "10" 283 "no"
"Great Gray Shrike" "Lanius excubitor" "2" 24.9568114 55.2871884 "2000-01-30" "01" 30 "no"
"Indian Roller" "Coracias benghalensis" "4" 25.185622 55.2467036 "2000-12-01" "12" 336 "no"
"Indian Roller" "Coracias benghalensis" "2" 25.086263 55.163731 "2000-11-22" "11" 327 "no"
"Great Gray Shrike" "Lanius excubitor" "X" 25.169707 55.432797 "2000-10-12" "10" 286 "no"
"Purple Heron" "Ardea purpurea" "1" 25.185622 55.2467036 "2000-10-30" "10" 304 "no"
"Eurasian Sparrowhawk" "Accipiter nisus" "1" 25.086263 55.163731 "2000-01-12" "01" 12 "yes"
"Little Egret" "Egretta garzetta" "1" 25.086263 55.163731 "2000-09-15" "09" 259 "no"
"Striated Heron" "Butorides striata" "3" 25.086263 55.163731 "2000-10-30" "10" 304 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "1" 25.169707 55.432797 "2000-10-01" "10" 275 "yes"
"Western Reef-Heron" "Egretta gularis" "1" 25.086263 55.163731 "2000-07-24" "07" 206 "no"
"Western Reef-Heron" "Egretta gularis" "2" 25.086263 55.163731 "2000-03-19" "03" 79 "no"
"Gray Heron" "Ardea cinerea" "4" 25.086263 55.163731 "2000-09-25" "09" 269 "no"
"Western Reef-Heron" "Egretta gularis" "2" 25.1921346 55.3193807 "2000-07-12" "07" 194 "no"
"Greater Spotted Eagle" "Clanga clanga" "2" 25.1921346 55.3193807 "2000-01-15" "01" 15 "yes"
"Greater Spotted Eagle" "Clanga clanga" "2" 25.1921346 55.3193807 "2000-02-16" "02" 47 "yes"
"Eurasian Kestrel" "Falco tinnunculus" "3" 25.06287 55.583679 "2000-10-09" "10" 283 "yes"
"Greater Spotted Eagle" "Clanga clanga" "2" 25.159611 55.41546 "2000-11-24" "11" 329 "yes"
"Common Myna" "Acridotheres tristis" "X" 25.2450321 55.2995968 "2000-12-30" "12" 365 "no"
"Little Egret" "Egretta garzetta" "1" 25.159611 55.41546 "2000-11-25" "11" 330 "no"
"Greater Spotted Eagle" "Clanga clanga" "2" 25.159611 55.41546 "2000-11-24" "11" 329 "yes"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "6" 25.159611 55.41546 "2000-12-05" "12" 340 "yes"
"Greater Spotted Eagle" "Clanga clanga" "1" 25.159611 55.41546 "2000-12-09" "12" 344 "yes"
"Eurasian Kestrel" "Falco tinnunculus" "5" 25.169707 55.432797 "2000-11-25" "11" 330 "yes"
"Common Myna" "Acridotheres tristis" "X" 25.185622 55.2467036 "2000-10-30" "10" 304 "no"
"Gray Heron" "Ardea cinerea" "3" 25.086263 55.163731 "2000-04-14" "04" 105 "no"
"Common Myna" "Acridotheres tristis" "X" 25.086263 55.163731 "2000-06-16" "06" 168 "no"
"Great Egret" "Ardea alba" "1" 25.086263 55.163731 "2000-08-28" "08" 241 "no"
"Eurasian Kestrel" "Falco tinnunculus" "2" 25.169707 55.432797 "2000-12-14" "12" 349 "yes"
"Little Egret" "Egretta garzetta" "1" 25.086263 55.163731 "2000-01-11" "01" 11 "no"
"Little Egret" "Egretta garzetta" "1" 25.169707 55.432797 "2000-12-14" "12" 349 "no"
"Long-legged Buzzard" "Buteo rufinus" "1" 25.169707 55.432797 "2000-11-27" "11" 332 "yes"
"Little Egret" "Egretta garzetta" "2" 25.086263 55.163731 "2000-10-02" "10" 276 "no"
"Western Reef-Heron" "Egretta gularis" "1" 25.1921346 55.3193807 "2000-08-06" "08" 219 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.06287 55.583679 "2000-12-14" "12" 349 "no"
"Indian Roller" "Coracias benghalensis" "X" 25.06287 55.583679 "2000-11-13" "11" 318 "no"
"Gray Heron" "Ardea cinerea" "9" 25.205159 55.29646 "2000-07-11" "07" 193 "no"
"Little Egret" "Egretta garzetta" "2" 25.205159 55.29646 "2000-07-28" "07" 210 "no"
"Greater Spotted Eagle" "Clanga clanga" "1" 25.159611 55.41546 "2000-12-07" "12" 342 "yes"
"Little Egret" "Egretta garzetta" "1" 25.159611 55.41546 "2000-10-06" "10" 280 "no"
"Gray Heron" "Ardea cinerea" "7" 25.159611 55.41546 "2000-10-19" "10" 293 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.159611 55.41546 "2000-06-29" "06" 181 "no"
"Striated Heron" "Butorides striata" "1" 25.185622 55.2467036 "2000-01-05" "01" 5 "no"
"Indian Roller" "Coracias benghalensis" "3" 25.185622 55.2467036 "2000-04-28" "04" 119 "no"
"Common Myna" "Acridotheres tristis" "X" 25.185622 55.2467036 "2000-03-24" "03" 84 "no"
"Indian Roller" "Coracias benghalensis" "20" 25.086263 55.163731 "2000-10-13" "10" 287 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "2" 25.086263 55.163731 "2000-09-26" "09" 270 "yes"
"Indian Roller" "Coracias benghalensis" "1" 25.086263 55.163731 "2000-12-18" "12" 353 "no"
"Striated Heron" "Butorides striata" "1" 25.086263 55.163731 "2000-08-24" "08" 237 "no"
"Purple Heron" "Ardea purpurea" "2" 25.185622 55.2467036 "2000-10-13" "10" 287 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.086263 55.163731 "2000-09-13" "09" 257 "no"
"Eurasian Kestrel" "Falco tinnunculus" "1" 25.185622 55.2467036 "2000-09-29" "09" 273 "yes"
"Purple Heron" "Ardea purpurea" "1" 25.169707 55.432797 "2000-12-30" "12" 365 "no"
"Greater Spotted Eagle" "Clanga clanga" "5" 25.1921346 55.3193807 "2000-12-29" "12" 364 "yes"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "1" 25.06287 55.583679 "2000-10-29" "10" 303 "yes"
"Shikra" "Accipiter badius" "1" 25.218198 55.44909 "2000-03-29" "03" 89 "yes"
"Great Gray Shrike" "Lanius excubitor" "1" 25.159611 55.41546 "2000-11-28" "11" 333 "no"
"Little Egret" "Egretta garzetta" "3" 25.159611 55.41546 "2000-09-23" "09" 267 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "3" 25.159611 55.41546 "2000-12-28" "12" 363 "yes"
"Little Egret" "Egretta garzetta" "1" 25.159611 55.41546 "2000-10-20" "10" 294 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "1" 25.159611 55.41546 "2000-10-13" "10" 287 "yes"
"Brown-necked Raven" "Corvus ruficollis" "2" 25.169707 55.432797 "2000-11-09" "11" 314 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.086263 55.163731 "2000-12-18" "12" 353 "no"
"House Crow" "Corvus splendens" "X" 25.185622 55.2467036 "2000-03-24" "03" 84 "no"
"Great Egret" "Ardea alba" "1" 25.086263 55.163731 "2000-01-12" "01" 12 "no"
"Striated Heron" "Butorides striata" "1" 25.086263 55.163731 "2000-09-13" "09" 257 "no"
"Purple Heron" "Ardea purpurea" "1" 25.185622 55.2467036 "2000-11-30" "11" 335 "no"
"Eurasian Kestrel" "Falco tinnunculus" "1" 25.169707 55.432797 "2000-11-26" "11" 331 "yes"
"Common Myna" "Acridotheres tristis" "X" 25.086263 55.163731 "2000-09-25" "09" 269 "no"
"Common Myna" "Acridotheres tristis" "9" 25.185622 55.2467036 "2000-01-05" "01" 5 "no"
"Common Myna" "Acridotheres tristis" "163" 25.185622 55.2467036 "2000-11-01" "11" 306 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "18" 25.1921346 55.3193807 "2000-11-17" "11" 322 "yes"
"Western Reef-Heron" "Egretta gularis" "X" 25.1921346 55.3193807 "2000-01-15" "01" 15 "no"
"Eurasian Kestrel" "Falco tinnunculus" "X" 25.06287 55.583679 "2000-12-14" "12" 349 "yes"
"Eurasian Kestrel" "Falco tinnunculus" "2" 25.06287 55.583679 "2000-12-29" "12" 364 "yes"
"Great Gray Shrike" "Lanius excubitor" "2" 25.06287 55.583679 "2000-01-10" "01" 10 "no"
"Eurasian Sparrowhawk" "Accipiter nisus" "2" 25.218198 55.44909 "2000-04-14" "04" 105 "yes"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "5" 25.1861 55.329 "2000-01-01" "01" 1 "yes"
"Little Egret" "Egretta garzetta" "3" 25.205159 55.29646 "2000-07-11" "07" 193 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "1" 25.159611 55.41546 "2000-11-27" "11" 332 "yes"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "1" 25.159611 55.41546 "2000-12-15" "12" 350 "yes"
"Great Gray Shrike" "Lanius excubitor" "1" 25.159611 55.41546 "2000-11-09" "11" 314 "no"
"Little Egret" "Egretta garzetta" "1" 25.159611 55.41546 "2000-11-28" "11" 333 "no"
"Indian Roller" "Coracias benghalensis" "5" 25.185622 55.2467036 "2000-09-29" "09" 273 "no"
"House Crow" "Corvus splendens" "6" 25.185622 55.2467036 "2000-01-05" "01" 5 "no"
"Gray Heron" "Ardea cinerea" "2" 25.185622 55.2467036 "2000-10-02" "10" 276 "no"
"Gray Heron" "Ardea cinerea" "1" 25.185622 55.2467036 "2000-03-24" "03" 84 "no"
"Indian Roller" "Coracias benghalensis" "4" 25.185622 55.2467036 "2000-10-09" "10" 283 "no"
"Gray Heron" "Ardea cinerea" "2" 25.185622 55.2467036 "2000-11-01" "11" 306 "no"
"Purple Heron" "Ardea purpurea" "1" 25.185622 55.2467036 "2000-09-18" "09" 262 "no"
"Eurasian Kestrel" "Falco tinnunculus" "1" 25.169707 55.432797 "2000-12-07" "12" 342 "yes"
"Eurasian Kestrel" "Falco tinnunculus" "X" 25.169707 55.432797 "2000-11-27" "11" 332 "yes"
"Gray Heron" "Ardea cinerea" "5" 25.1921346 55.3193807 "2000-12-29" "12" 364 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "2" 25.1921346 55.3193807 "2000-09-21" "09" 265 "yes"
"Common Myna" "Acridotheres tristis" "X" 25.06287 55.583679 "2000-11-09" "11" 314 "no"
"Eurasian Kestrel" "Falco tinnunculus" "9" 25.06287 55.583679 "2000-10-29" "10" 303 "yes"
"Pallid Harrier" "Circus macrourus" "2" 25.06287 55.583679 "2000-11-28" "11" 333 "yes"
"Eurasian Sparrowhawk" "Accipiter nisus" "2" 25.218198 55.44909 "2000-04-14" "04" 105 "yes"
"Greater Spotted Eagle" "Clanga clanga" "1" 25.205159 55.29646 "2000-01-06" "01" 6 "yes"
