"nest";"year";"first_egg";"start_expo";"last_ok";"last_control";"end_expo";"fate";"logger_fate";"end_type";"temperature";"lat";"lon"
"14_2019";"2019";2019-02-09 15:52:00;2019-02-09 15:52:00;2019-03-25 06:30:00;2019-04-04 07:25:00;2019-03-24 06:30:00;1;"no";"logger";NA;24.8402749747038;55.346250962466
"14_2020";"2020";2020-02-28 16:30:00;2020-03-03 16:30:00;2020-04-01 10:04:00;2020-04-02 13:26:00;2020-03-31 10:04:00;1;"no";"logger";NA;24.8335909936577;55.3719529788941
"140_2018";"2018";2018-05-24 09:08:00;2018-05-28 09:08:00;2018-06-25 05:00:00;2018-06-25 08:50:00;2018-06-24 05:00:00;1;"no";"logger";NA;24.8411694167272;55.3550897898442
"140_2019";"2019";2019-05-21 13:01:00;2019-05-21 13:01:00;2019-06-03 17:00:00;2019-06-09 09:59:00;2019-06-02 17:00:00;1;"no";"logger";NA;24.8371432380622;55.3764309861066
"140_2020";"2020";2020-06-23 23:03:36;2020-07-05 12:30:00;2020-07-05 12:30:00;2020-07-14 12:49:00;2020-07-05 12:30:00;2;"no";"visit";NA;24.8420070111752;55.334344971925
"141_2018";"2018";2018-05-24 11:00:00;2018-05-28 11:00:00;2018-07-01 09:42:00;2018-07-15 11:00:00;2018-07-02 09:42:00;1;"no";"hde";NA;24.8396538531456;55.3499848263387
"141_2019";"2019";NA;2019-05-21 14:00:00;2019-05-21 14:00:00;2019-05-28 13:37:00;2019-05-22 14:00:00;1;"no";"hde";NA;24.8340589967303;55.3972333844222
"141_2020";"2020";2020-06-30 10:04:48;2020-07-07 10:30:00;2020-07-07 10:30:00;2020-07-14 11:30:00;2020-07-12 23:30:00;1;"no";"visit";NA;24.8450249992311;55.3666929993778
"142_2018";"2018";2018-05-07 11:42:36;2018-05-28 11:57:00;2018-05-28 11:57:00;2018-06-14 07:46:00;2018-06-06 11:42:36;1;"no";"hde";NA;24.8338818231646;55.3722267931376
"142_2019";"2019";NA;2019-05-21 14:28:00;2019-05-28 19:14:07;2019-05-30 12:00:00;2019-05-28 19:14:07;0;"yes";"logger";35.8035;24.8372768009317;55.390517756164
"143_2018";"2018";2018-05-15 17:34:36;2018-05-28 15:25:00;2018-05-28 15:25:00;2018-06-20 10:40:00;2018-06-14 17:34:36;1;"no";"hde";NA;24.8338917976294;55.3959028197501
"143_2019";"2019";2019-05-23 10:05:00;2019-05-23 10:05:00;2019-06-14 07:55:00;2019-07-01 13:45:00;2019-06-22 10:05:00;0;"no";"half_rule";NA;24.8363998985553;55.3782397285305
"144_2018";"2018";2018-05-29 15:18:24;2018-05-31 11:28:00;2018-06-18 12:00:00;2018-06-18 12:00:00;2018-06-18 12:00:00;5;"no";"visit";NA;24.841372813848;55.3503967968795
"144_2019";"2019";NA;2019-05-26 15:40:00;2019-05-27 02:05:24;2019-05-28 12:32:00;2019-05-27 02:05:24;0;"yes";"logger";25.753;24.8350961739601;55.3818695321181
"145_2018";"2018";2018-05-29 19:59:24;2018-06-03 08:57:00;2018-06-16 18:27:00;2018-06-16 18:27:00;2018-06-16 18:27:00;5;"no";"visit";NA;24.8402593532048;55.3443572187242
"145_2019";"2019";2019-05-28 13:01:00;2019-05-28 13:01:00;2019-07-01 13:25:00;2019-07-09 18:25:00;2019-07-05 15:55:00;0;"no";"half_rule";NA;24.8374527879059;55.3921051695943
"146_2018";"2018";2018-05-04 09:19:00;2018-06-03 09:19:00;2018-06-03 09:19:00;2018-06-03 09:19:00;2018-06-03 09:19:00;1;"no";"hde";NA;24.8416878057692;55.3396498559091
"146_2019";"2019";2019-05-28 14:30:00;2019-05-28 14:30:00;2019-05-28 14:30:00;2019-07-01 11:33:00;2019-06-27 14:30:00;1;"no";"hde";NA;24.8322213875205;55.3763411758337
"147_2018";"2018";2018-05-25 09:46:12;2018-06-03 09:39:00;2018-06-26 04:00:00;2018-07-01 08:08:00;2018-06-25 16:00:00;1;"no";"logger";NA;24.8407988211188;55.3328448401812
"147_2019";"2019";NA;2019-05-28 15:10:00;2019-05-28 15:10:00;2019-06-18 10:10:00;2019-05-29 15:10:00;0;"no";"last_ok+1";NA;24.8434682283551;55.3428846225142
"148_2018";"2018";NA;2018-06-03 10:18:00;2018-06-26 16:00:00;2018-07-05 09:50:00;2018-06-27 16:00:00;1;"no";"hde";NA;24.8408807961319;55.3285657947931
"148_2019";"2019";NA;2019-05-30 09:46:00;2019-05-30 09:46:00;2019-07-01 10:39:00;2019-06-30 10:39:00;1;"no";"visit";NA;24.8395253082574;55.3523264750367
"149_2018";"2018";2018-05-30 10:48:00;2018-06-03 10:48:00;2018-06-07 07:30:00;2018-07-05 10:10:00;2018-06-29 21:13:00;1;"no";"visit";NA;24.8400098325733;55.3405208194677
"149_2019";"2019";NA;2019-05-30 10:17:00;2019-05-30 10:17:00;2019-06-20 12:22:00;2019-05-31 10:17:00;0;"no";"last_ok+1";NA;24.8411361314356;55.3648917283863
"15_2018";"2018";2018-02-15 11:16:36;2018-03-15 12:00:00;2018-03-19 11:40:00;2018-04-22 12:42:00;2018-03-17 22:27:00;1;"no";"visit";NA;24.8402750367799;55.344447914418
"15_2019";"2019";2019-02-23 22:31:36;2019-03-01 10:10:00;2019-04-04 07:51:00;2019-04-04 08:20:00;2019-03-25 18:30:00;1;"no";"logger";NA;24.8352525386263;55.3791870594323
"15_2020";"2020";2020-03-01 20:29:24;2020-03-06 09:27:00;2020-03-06 09:27:00;2020-03-08 16:00:00;2020-03-07 12:43:30;0;"no";"half_rule";NA;24.8390389792621;55.3517280332744
"150_2018";"2018";2018-05-29 09:51:48;2018-06-03 11:47:00;2018-06-17 16:17:00;2018-06-17 16:17:00;2018-06-17 16:17:00;5;"no";"visit";NA;24.8394768273506;55.3563978204552
"150_2019";"2019";2019-05-20 05:33:24;2019-06-05 09:25:00;2019-06-18 12:00:00;2019-06-18 14:00:00;2019-06-18 00:00:00;1;"no";"logger";NA;24.8456180188805;55.336400968954
"151_2018";"2018";2018-05-22 09:38:00;2018-06-03 12:02:00;2018-06-24 00:00:00;2018-06-25 18:26:00;2018-06-22 18:00:00;1;"no";"logger";NA;24.8409028405372;55.3561808129821
"151_2019";"2019";2019-05-22 13:38:48;2019-06-05 12:20:00;2019-06-18 10:00:00;2019-07-01 10:18:00;2019-06-21 13:38:48;1;"no";"hde";NA;24.8416620120406;55.3435249999166
"152_2018";"2018";2018-05-22 00:07:48;2018-06-03 12:15:00;2018-06-12 11:38:00;2018-07-01 09:55:00;2018-06-21 00:07:48;1;"no";"hde";NA;24.8403907900725;55.3559538310442
"152_2019";"2019";2019-05-28 02:48:12;2019-06-05 13:00:00;2019-06-29 07:00:00;2019-07-01 09:55:00;2019-06-28 19:00:00;1;"no";"logger";NA;24.8397879861295;55.3431319724768
"153_2018";"2018";2018-05-22 00:31:48;2018-06-03 12:39:00;2018-06-03 12:39:00;2018-07-05 08:42:00;2018-06-21 00:31:48;1;"no";"hde";NA;24.8338171300732;55.3705070981018
"153_2019";"2019";2019-06-02 22:35:24;2019-06-05 15:34:00;2019-07-05 09:00:00;2019-07-09 17:10:00;2019-07-05 09:00:00;5;"no";"logger";NA;24.8398812820688;55.3530501608903
"154_2018";"2018";2018-05-29 11:09:48;2018-06-03 13:05:00;2018-06-03 13:05:00;2018-07-12 09:30:00;2018-06-28 11:09:48;1;"no";"hde";NA;24.8366468453828;55.3752128461424
"154_2019";"2019";2019-06-02 13:54:48;2019-06-06 09:43:00;2019-06-11 08:00:00;2019-07-04 10:25:00;2019-07-02 22:25:00;1;"no";"visit";NA;24.834122993052;55.3959989827126
"155_2018";"2018";2018-05-09 12:23:12;2018-06-04 09:16:00;2018-06-04 09:16:00;2018-06-04 09:16:00;2018-06-04 09:16:00;1;"no";"hde";NA;24.8352474319019;55.3791720802239
"155_2019";"2019";2019-06-02 12:57:48;2019-06-06 11:20:00;2019-06-11 20:29:40;2019-06-17 11:30:00;2019-06-11 20:29:40;0;"yes";"logger";30.8949;24.8355200048536;55.3816510085016
"156_2018";"2018";2018-05-14 09:17:36;2018-06-04 09:32:00;2018-06-29 18:00:00;2018-07-01 10:43:00;2018-06-28 18:00:00;1;"no";"logger";NA;24.8350770607389;55.3794769341726
"156_2019";"2019";2019-06-02 11:59:48;2019-06-06 15:45:00;2019-07-01 06:00:00;2019-07-01 14:10:00;2019-06-30 06:00:00;1;"no";"logger";NA;24.8409450240433;55.3675130009651
"157_2018";"2018";2018-05-22 13:11:36;2018-06-04 11:02:00;2018-06-04 11:03:00;2018-06-25 12:00:00;2018-06-21 13:11:36;1;"no";"hde";NA;24.8336388317916;55.3973008373801
"157_2019";"2019";2019-05-20 12:41:24;2019-06-06 16:29:00;2019-06-18 11:04:00;2019-06-18 11:04:00;2019-06-18 11:04:00;5;"no";"visit";NA;24.8438180051744;55.3663429711014
"158_2018";"2018";2018-05-16 09:03:12;2018-06-04 11:56:00;2018-06-08 08:45:00;2018-06-14 11:40:00;2018-06-11 10:12:30;0;"no";"half_rule";NA;24.836702836496;55.3722428025726
"158_2019";"2019";2019-06-02 18:20:24;2019-06-07 07:18:00;2019-07-04 05:00:00;2019-07-04 08:00:00;2019-07-03 05:00:00;1;"no";"logger";NA;24.8409180343151;55.3323189821094
"159_2018";"2018";2018-05-31 12:09:00;2018-06-04 12:09:00;2018-06-04 12:09:00;2018-06-04 12:09:00;2018-06-04 12:09:00;5;"no";"visit";NA;24.8364497868392;55.3718848114882
"159_2019";"2019";2019-06-02 12:41:48;2019-06-07 14:37:00;2019-07-01 13:52:00;2019-07-09 18:55:00;2019-07-02 13:52:00;1;"no";"hde";NA;24.8370799608529;55.3756809979677
"16_2018";"2018";2018-02-27 15:46:36;2018-03-16 14:49:00;2018-03-29 07:49:00;2018-04-05 11:50:00;2018-03-29 07:49:00;2;"no";"visit";NA;24.8395588023636;55.3466328194413
"16_2019";"2019";2019-02-09 09:07:00;2019-02-09 09:07:00;2019-03-16 09:18:00;2019-03-17 11:40:00;2019-03-16 09:18:00;2;"no";"visit";NA;24.8364861795285;55.3816873829162
"16_2020";"2020";2020-02-16 22:56:48;2020-03-06 12:52:00;2020-03-11 10:16:00;2020-03-16 16:34:00;2020-03-15 16:34:00;1;"no";"hde";NA;24.8365789745003;55.3816309757531
"160_2018";"2018";2018-05-22 01:40:00;2018-06-04 12:28:00;2018-06-04 12:28:00;2018-06-26 10:15:00;2018-06-21 01:40:00;1;"no";"hde";NA;24.8349138030831;55.37708284874
"160_2019";"2019";2019-06-06 14:58:00;2019-06-07 15:20:00;2019-06-11 23:23:03;2019-07-01 13:29:00;2019-06-11 23:23:03;0;"yes";"logger";27.7974;24.8370367101733;55.3906710281114
"161_2018";"2018";NA;2018-06-04 13:43:00;2018-06-04 13:43:00;2018-06-04 13:43:00;2018-06-04 13:43:00;5;"no";"visit";NA;24.8329928385142;55.3758598452482
"161_2019";"2019";2019-06-09 07:47:48;2019-06-14 09:43:00;2019-06-16 08:20:00;2019-07-01 13:15:00;2019-06-23 22:47:30;0;"no";"half_rule";NA;24.8376723141222;55.3939969044537
"162_2018";"2018";2018-05-12 03:28:24;2018-06-04 14:02:00;2018-06-04 14:02:00;2018-06-04 14:02:00;2018-06-04 14:02:00;5;"no";"visit";NA;24.8336617982063;55.3718908464584
"162_2019";"2019";2019-05-17 15:15:36;2019-06-07 15:30:00;2019-06-18 13:14:00;2019-07-04 10:34:00;2019-06-19 13:14:00;0;"no";"last_ok+1";NA;24.8359725037398;55.3932216013614
"163_2018";"2018";2018-05-07 17:15:00;2018-06-06 17:15:00;2018-06-06 17:15:00;2018-06-06 17:15:00;2018-06-06 17:15:00;1;"no";"visit";NA;24.8426015321567;55.3665722797032
"163_2019";"2019";2019-05-24 17:14:24;2019-06-07 17:00:00;2019-06-18 09:30:00;2019-07-01 11:12:00;2019-06-23 17:14:24;0;"no";"half_rule";NA;24.8337512496737;55.370579789606
"164_2018";"2018";2018-06-02 07:24:48;2018-06-07 09:20:00;2018-07-01 08:49:00;2018-07-05 09:25:00;2018-07-02 08:49:00;1;"no";"hde";NA;24.8411083199119;55.3277831672155
"164_2019";"2019";2019-06-06 07:35:00;2019-06-10 07:35:00;2019-06-13 16:08:00;2019-06-13 16:08:00;2019-06-13 16:08:00;5;"no";"visit";NA;24.8518490418792;55.3486330155283
"165_2018";"2018";2018-06-03 17:25:00;2018-06-07 17:25:00;2018-06-11 13:55:00;2018-06-14 11:25:00;2018-06-13 00:40:00;0;"no";"half_rule";NA;24.8378328170753;55.3873779865699
"165_2019";"2019";2019-06-08 09:35:00;2019-06-12 09:35:00;2019-07-04 09:09:00;2019-07-15 10:40:00;2019-07-08 09:35:00;1;"no";"hde";NA;24.840034648837;55.3493057527697
"166_2018";"2018";2018-05-26 07:42:00;2018-06-07 10:06:00;2018-07-14 03:11:24;2018-07-15 08:20:00;2018-07-14 03:11:24;0;"yes";"logger";26.872;24.8373857576946;55.3924125448911
"166_2019";"2019";2019-06-14 11:29:59;2019-06-14 11:30:00;2019-07-01 11:50:00;2019-07-04 11:18:00;2019-07-01 11:50:00;2;"no";"visit";NA;24.8363714385778;55.3725561406463
"167_2018";"2018";2018-06-03 18:11:00;2018-06-07 18:11:00;2018-06-26 14:18:00;2018-07-12 11:15:00;2018-07-03 18:11:00;1;"no";"hde";NA;24.8374454473929;55.3921083446582
"167_2019";"2019";2019-06-12 16:27:00;2019-06-16 16:27:00;2019-07-15 09:20:00;2019-07-15 09:25:00;2019-07-14 06:00:00;1;"no";"logger";NA;24.8412570822984;55.33152773045
"168_2018";"2018";2018-06-06 09:13:24;2018-06-12 06:35:00;2018-06-16 18:30:00;2018-06-17 18:30:00;2018-06-16 18:30:00;0;"yes";"logger";29.604;24.8358327949468;55.3787837883506
"168_2019";"2019";2019-06-18 11:48:00;2019-06-18 11:48:00;2019-06-18 11:48:00;2019-07-22 12:28:00;2019-07-18 11:48:00;1;"no";"hde";NA;24.8403236735612;55.3657294996083
"169_2018";"2018";NA;2018-06-09 16:33:00;2018-06-15 18:00:00;2018-06-15 16:12:00;2018-06-14 02:00:00;1;"no";"logger";NA;24.8434478377972;55.3648678174291
"169_2019";"2019";2019-06-14 13:26:24;2019-06-20 10:48:00;2019-07-04 09:52:00;2019-07-09 17:30:00;2019-07-07 01:41:00;0;"no";"half_rule";NA;24.8369260396519;55.3764986287349
"17_2018";"2018";2018-02-24 14:51:24;2018-03-16 16:25:00;2018-03-25 09:30:00;2018-03-25 11:45:00;2018-03-24 09:30:00;1;"no";"logger";NA;24.8381082515107;55.3894619291222
"17_2019";"2019";2019-02-12 18:23:36;2019-03-01 17:26:00;2019-03-08 07:53:57;2019-03-11 09:39:00;2019-03-08 07:53:57;0;"yes";"logger";16.1395;24.842913011089;55.339131038636
"17_2020";"2020";2020-02-24 00:13:36;2020-03-06 13:40:00;2020-03-08 10:32:00;2020-03-22 14:53:00;2020-03-15 12:42:30;0;"no";"half_rule";NA;24.8378080129623;55.3933850023896
"170_2018";"2018";NA;2018-06-14 16:55:00;2018-06-16 10:30:00;2018-06-16 10:30:00;2018-06-16 10:30:00;5;"no";"visit";NA;24.835879258439;55.3813824899948
"170_2019";"2019";2019-06-19 03:34:12;2019-06-20 12:04:00;2019-07-01 12:27:00;2019-07-04 10:03:00;2019-07-01 12:27:00;2;"no";"visit";NA;24.8360510580818;55.3815875541244
"171_2018";"2018";2018-05-22 17:47:36;2018-06-12 18:02:00;2018-06-12 18:02:00;2018-06-12 18:02:00;2018-06-12 18:02:00;5;"no";"visit";NA;NA;NA
"171_2019";"2019";2019-06-26 10:49:48;2019-06-27 11:50:00;2019-07-25 15:00:00;2019-07-29 10:30:00;2019-07-24 15:00:00;1;"no";"logger";NA;24.8337759903523;55.3981405432423
"172_2018";"2018";2018-06-03 21:34:00;2018-06-07 13:30:00;2018-06-13 07:10:00;2018-06-13 07:10:00;2018-06-13 07:10:00;5;"no";"visit";NA;24.8358078168753;55.3940098507378
"172_2019";"2019";2019-06-30 10:40:00;2019-07-01 13:05:00;2019-07-06 02:00:00;2019-07-09 18:18:00;2019-07-06 02:00:00;0;"yes";"logger";35.1425;24.838150248367;55.3931009959542
"173_2018";"2018";2018-05-28 03:32:12;2018-06-16 06:25:00;2018-06-28 17:30:00;2018-07-05 11:10:00;2018-06-27 17:30:00;1;"no";"logger";NA;24.8370323581758;55.3756015763996
"173_2019";"2019";2019-07-18 07:19:48;2019-07-23 09:15:00;2019-07-23 09:15:00;2019-07-23 09:15:00;2019-07-23 09:15:00;5;"no";"visit";NA;24.8400730793343;55.3466447315717
"174_2018";"2018";NA;2018-06-16 09:56:00;2018-06-16 09:56:00;2018-06-16 09:56:00;2018-06-16 09:56:00;5;"no";"visit";NA;24.8331068323973;55.3795428535018
"174_2019";"2019";2019-06-23 10:34:00;2019-07-23 10:34:00;2019-07-23 10:34:00;2019-07-23 10:34:00;2019-07-23 10:34:00;1;"no";"visit";NA;24.8396415888319;55.3468489960868
"175_2018";"2018";2018-06-08 09:23:00;2018-06-16 10:35:00;2018-06-16 10:35:00;2018-06-16 10:35:00;2018-06-16 10:35:00;5;"no";"visit";NA;24.8371798506055;55.3824728315744
"175_2019";"2019";NA;2019-08-05 10:53:00;2019-08-20 09:56:00;2019-08-27 11:28:00;2019-08-21 17:00:00;1;"no";"logger";NA;24.8335914047074;55.3720732155651
"176_2018";"2018";2018-06-05 05:24:36;2018-06-16 18:51:00;2018-07-18 10:00:00;2018-07-22 12:12:00;2018-07-18 10:00:00;2;"no";"visit";NA;24.8399518735614;55.3493834251619
"177_2018";"2018";NA;2018-06-19 12:00:00;2018-07-16 06:30:00;2018-07-18 12:20:00;2018-07-14 17:00:00;1;"no";"logger";NA;24.8364281728859;55.3778604904967
"178_2018";"2018";2018-06-15 12:00:00;2018-06-19 12:00:00;2018-06-19 12:00:00;2018-06-19 12:00:00;2018-06-19 12:00:00;5;"no";"visit";NA;24.8363497535895;55.3934326828491
"179_2018";"2018";2018-05-22 17:24:00;2018-06-21 17:24:00;2018-06-21 17:24:00;2018-06-21 17:24:00;2018-06-21 17:24:00;1;"no";"visit";NA;24.8394245329809;55.3523873832115
"18_2018";"2018";2018-02-25 14:22:12;2018-03-16 17:15:00;2018-03-17 02:47:59;2018-03-18 15:34:00;2018-03-17 02:47:59;0;"yes";"logger";14.265;24.838805844185;55.3932767745301
"18_2019";"2019";2019-02-24 16:05:48;2019-03-01 18:01:00;2019-03-10 07:11:43;2019-03-11 09:09:00;2019-03-10 07:11:43;0;"yes";"logger";13.8222;24.8416439909488;55.3318920079619
"18_2020";"2020";2020-02-29 15:16:48;2020-03-05 17:12:00;2020-03-11 17:48:00;2020-03-23 11:54:00;2020-03-17 14:51:00;0;"no";"half_rule";NA;24.8411350417882;55.365491034463
"180_2018";"2018";2018-06-11 15:35:00;2018-06-11 15:35:00;2018-07-15 07:50:00;2018-07-15 07:57:00;2018-07-11 22:00:00;1;"no";"logger";NA;24.8355378357742;55.3816607927952
"181_2018";"2018";2018-06-22 11:21:00;2018-06-22 11:21:00;2018-07-23 16:00:00;2018-07-26 12:27:00;2018-07-22 16:00:00;1;"no";"logger";NA;24.8369556570746;55.376514261605
"182_2018";"2018";NA;2018-06-18 17:50:00;2018-06-22 14:33:00;2018-06-22 14:33:00;2018-06-22 14:33:00;5;"no";"visit";NA;24.8445689637647;55.3656684090203
"184_2018";"2018";2018-05-27 11:18:00;2018-06-26 11:18:00;2018-06-26 11:18:00;2018-06-26 11:18:00;2018-06-26 11:18:00;1;"no";"visit";NA;24.8409937841866;55.3673787841622
"185_2018";"2018";2018-06-27 11:45:00;2018-07-01 11:45:00;2018-07-07 02:30:00;2018-07-10 09:40:00;2018-07-07 02:30:00;0;"yes";"logger";33.5675;24.8378524284093;55.3872557296998
"186_2018";"2018";2018-07-01 12:20:00;2018-07-05 12:20:00;2018-07-05 12:20:00;2018-07-10 09:49:00;2018-07-07 23:04:30;0;"no";"half_rule";NA;24.8367180278205;55.3908196667609
"187_2018";"2018";2018-07-06 11:39:00;2018-07-10 11:39:00;2018-07-18 10:25:00;2018-07-22 13:15:00;2018-07-20 11:50:00;0;"no";"half_rule";NA;24.8336979091698;55.3719046589338
"188_2018";"2018";2018-07-11 09:55:00;2018-07-15 09:55:00;2018-08-12 17:00:00;2018-07-26 11:58:00;2018-08-12 17:00:00;5;"no";"logger";NA;24.8401047995362;55.3464127944831
"189_2018";"2018";NA;2018-06-12 09:38:00;2018-06-12 09:38:00;2018-06-12 09:38:00;2018-06-12 09:38:00;5;"no";"visit";NA;24.8423067340919;55.3677811850893
"19_2018";"2018";2018-03-17 07:30:00;2018-03-17 07:30:00;2018-03-18 15:09:00;2018-03-18 15:09:00;2018-03-17 15:09:00;1;"no";"hde";NA;24.83788240357;55.3924041739919
"19_2019";"2019";2019-02-09 09:46:36;2019-03-02 10:01:00;2019-03-17 21:00:00;2019-03-25 13:51:00;2019-03-16 21:00:00;1;"no";"logger";NA;24.8402867445727;55.3442958016997
"19_2020";"2020";2020-02-24 08:27:00;2020-03-07 10:51:00;2020-03-15 02:36:00;2020-03-15 10:42:00;2020-03-15 02:36:00;0;"yes";"logger";19.6049;24.8361319676042;55.3805910330266
"2_2018";"2018";2018-03-02 12:36:00;2018-03-14 15:00:00;2018-03-27 13:38:00;2018-03-27 13:38:00;2018-03-27 13:38:00;5;"no";"visit";NA;24.8361378124032;55.3716968054
"2_2019";"2019";2019-02-07 09:45:00;2019-02-11 09:45:00;2019-03-11 13:10:00;2019-03-11 17:00:00;2019-03-11 01:10:00;1;"no";"logger";NA;24.8350802433559;55.3795625412505
"2_2020";"2020";2020-02-16 14:10:00;2020-02-16 14:10:00;2020-03-11 09:22:00;2020-03-11 09:22:00;2020-03-11 09:22:00;5;"no";"visit";NA;24.8374200146645;55.3926390130073
"20_2018";"2018";2018-03-08 17:30:24;2018-03-17 07:40:00;2018-03-29 12:42:00;2018-04-12 14:18:00;2018-04-08 14:05:00;1;"no";"visit";NA;24.8363869373657;55.3937839916519
"20_2019";"2019";2019-02-13 00:02:00;2019-03-02 12:02:00;2019-03-10 22:00:00;2019-03-11 10:04:00;2019-03-09 10:04:00;1;"no";"visit";NA;24.8409270029515;55.3285629674792
"20_2020";"2020";2020-03-07 11:43:00;2020-03-07 11:43:00;2020-03-10 08:24:00;2020-03-16 16:43:00;2020-03-13 12:33:30;0;"no";"half_rule";NA;24.8370730038732;55.3908609598875
"21_2018";"2018";2018-02-25 08:02:24;2018-03-17 09:36:00;2018-03-26 11:20:00;2018-04-24 14:42:00;2018-03-25 11:20:00;1;"no";"logger";NA;24.8350984809891;55.3738265724437
"21_2019";"2019";2019-02-14 15:26:48;2019-03-02 12:34:00;2019-03-16 16:20:00;2019-03-16 16:20:00;2019-03-14 05:30:00;1;"no";"logger";NA;24.8404980171472;55.3274810314178
"21_2020";"2020";2020-03-02 10:47:48;2020-03-07 12:43:00;2020-04-13 23:40:00;2020-04-30 12:30:00;2020-03-30 08:30:00;1;"no";"logger";NA;24.8360059875995;55.3717900346965
"22_2018";"2018";2018-02-21 11:32:48;2018-03-17 11:04:00;2018-03-22 14:30:00;2018-03-25 14:00:00;2018-03-21 22:30:00;1;"no";"logger";NA;24.8345448317055;55.3723748175476
"22_2019";"2019";2019-02-26 00:14:24;2019-03-02 13:12:00;2019-03-31 15:30:00;2019-03-29 14:10:00;2019-03-30 15:30:00;1;"no";"logger";NA;24.8418250400573;55.3393079806119
"22_2020";"2020";2020-03-03 14:55:00;2020-03-07 14:55:00;2020-04-03 18:30:00;2020-05-10 10:30:00;2020-04-02 18:30:00;1;"no";"logger";NA;24.840996991843;55.351068964228
"23_2018";"2018";2018-03-01 16:52:48;2018-03-17 14:00:00;2018-03-29 07:34:00;2018-04-05 10:50:00;2018-03-31 16:52:48;1;"no";"hde";NA;24.8405378086541;55.3422427976552
"23_2019";"2019";2019-02-15 14:32:12;2019-03-02 16:13:00;2019-03-10 17:09:39;2019-03-10 17:28:00;2019-03-10 17:09:39;0;"yes";"logger";25.335;24.8400319833308;55.3493189904839
"23_2020";"2020";2020-03-02 13:09:48;2020-03-07 15:05:00;2020-03-14 16:15:00;2020-04-27 11:12:00;2020-04-01 13:09:48;1;"no";"hde";NA;NA;NA
"24_2018";"2018";2018-03-12 03:00:36;2018-03-17 14:39:00;2018-03-19 08:02:00;2018-04-05 10:15:00;2018-04-03 10:15:00;1;"no";"visit";NA;24.8406148383442;55.3379748163793
"24_2019";"2019";2019-02-10 12:30:36;2019-03-03 12:45:00;2019-03-08 08:46:00;2019-03-10 16:28:00;2019-03-09 12:37:00;0;"no";"half_rule";NA;24.8446270264685;55.3657099697739
"24_2020";"2020";2020-02-18 02:14:48;2020-03-07 16:10:00;2020-04-27 10:11:00;2020-05-19 14:10:00;2020-04-27 10:11:00;2;"no";"visit";NA;24.8418050073087;55.3655170183629
"25_2019";"2019";2019-02-19 11:00:00;2019-03-03 13:24:00;2019-03-24 17:00:00;2019-03-26 15:23:00;2019-03-23 17:00:00;1;"no";"logger";NA;24.8427250050008;55.3665329888463
"25_2020";"2020";2020-02-24 15:06:00;2020-03-07 17:30:00;2020-03-10 07:18:00;2020-04-27 09:50:00;2020-03-25 15:06:00;1;"no";"hde";NA;24.8446069937199;55.366268036887
"26_2018";"2018";2018-02-27 18:44:48;2018-03-18 08:40:00;2018-03-29 14:39:00;2018-04-10 08:55:00;2018-03-30 14:39:00;1;"no";"hde";NA;24.842688856465;55.3664727842484
"26_2019";"2019";2019-02-09 02:19:12;2019-03-03 14:12:00;2019-03-11 15:20:00;2019-03-11 14:34:00;2019-03-11 03:20:00;1;"no";"logger";NA;24.8423822689801;55.3679016698152
"26_2020";"2020";2020-02-07 08:18:00;2020-03-08 08:18:00;2020-03-08 08:18:00;2020-03-08 08:18:00;2020-03-08 08:18:00;1;"no";"visit";NA;24.8365750350058;55.3791640140116
"27_2018";"2018";NA;2018-03-18 11:07:00;2018-03-26 13:13:00;2018-04-24 14:20:00;2018-04-23 14:20:00;1;"no";"visit";NA;24.8362399884832;55.3725707407861
"27_2019";"2019";2019-02-09 12:00:00;2019-02-09 12:00:00;2019-03-23 09:00:00;2019-03-10 17:38:00;2019-03-23 09:00:00;2;"no";"logger";NA;24.840145977214;55.3525219671428
"27_2020";"2020";2020-03-02 14:25:24;2020-03-08 11:47:00;2020-03-18 10:40:00;2020-03-22 14:40:00;2020-03-20 12:40:00;0;"no";"half_rule";NA;NA;NA
"28_2018";"2018";2018-02-25 12:18:36;2018-03-18 12:33:00;2018-03-26 10:50:00;2018-03-28 15:10:00;2018-03-25 22:50:00;1;"no";"logger";NA;24.8366278184626;55.3756258225117
"28_2019";"2019";2019-02-27 09:58:48;2019-03-04 11:54:00;2019-03-06 14:01:00;2019-03-11 11:43:00;2019-03-10 11:43:00;1;"no";"hde";NA;24.8394129797816;55.3565020300448
"28_2020";"2020";2020-03-04 12:50:00;2020-03-08 12:50:00;2020-03-08 12:50:00;2020-03-08 12:50:00;2020-03-08 12:50:00;5;"no";"visit";NA;24.841264039278;55.3503679856658
"29_2018";"2018";2018-02-28 12:35:24;2018-03-18 13:33:00;2018-03-29 12:07:00;2018-04-10 11:37:00;2018-03-30 12:35:24;1;"no";"hde";NA;24.8353118596647;55.3791188130204
"29_2019";"2019";2019-02-09 17:15:00;2019-02-09 17:15:00;2019-03-24 07:00:00;2019-03-25 14:35:00;2019-03-23 07:00:00;1;"no";"logger";NA;24.840951981023;55.3563580289483
"29_2020";"2020";2020-03-04 13:21:00;2020-03-08 13:21:00;2020-03-08 13:21:00;2020-04-28 10:15:00;2020-04-03 13:21:00;1;"no";"hde";NA;24.8396820388734;55.3500509820879
